restaurant_id,rating,relative_date,text_snippet,scraped_at,review_date
2042,4.0,6 years ago,Good Thai food in a nice atmosphere. Excellent and fast service. Prices a bit above normal,2026-02-09T08:38:14.617769,2020-02-11
2042,5.0,2 years ago,Always on top of my mind when Im in the mood of SOMTUM while vacay at Pattaya. Good foods. Delicious. Good decoration design. After finishing lunch I can just walk a couple minutes and enjoy cake and ,2026-02-09T08:38:14.639627,2024-02-10
2042,4.0,a month ago,Good food good for family,2026-02-09T08:38:14.663918,2026-01-10
2042,5.0,3 years ago,"Thai styles restaurant, for variety spicy and tasty food, include Somtum E-darn food, and other tasty Thai food.",2026-02-09T08:38:14.686736,2023-02-10
2042,4.0,5 years ago,Nice relax local restaurant. Nice decor. Big garden. Food is great! Plenty spots for photos. Enjoyed.,2026-02-09T08:38:14.707757,2021-02-10
2042,5.0,8 years ago,"Great atmosphere ,not crowded ,shade everywhere. Beautiful isaan salad and drinks . Well service.",2026-02-09T08:38:14.728958,2018-02-11
2042,5.0,10 months ago,"It's bang average Thai food, so still really good. Prices are higher than usual - you clearly pay for the atmosphere - but portions are a tad larger to compensate. Great photo spot overall for the Gra",2026-02-09T08:38:14.751602,2025-04-15
2042,3.0,6 years ago,Pork meat balls very delicious and so were the spicy bamboo shoots with chicken)but had laab salmon and the salmon was undercooked and next day got stomach problems.Price ok for this type of restauran,2026-02-09T08:38:14.772221,2020-02-11
2042,4.0,6 years ago,eco friendly restaurants. they have delicious dishes and great ambience,2026-02-09T08:38:14.793083,2020-02-11
2042,4.0,a month ago,Good Thai food at reasonable prices in a lovely atmosphere,2026-02-09T08:38:14.816444,2026-01-10
2042,3.0,8 years ago,Pricey Esarn food in a very good ambiance.,2026-02-09T08:38:14.840347,2018-02-11
2043,5.0,2 weeks ago,I am order diamond 899 sushis and seafoods fresh and yummy.,2026-02-09T08:38:27.310077,2026-01-26
2043,3.0,3 months ago,"I want to write this review to the owner personally cus I saw a lot of things at your restaurant.
+ Your restaurant is very beautiful it's almost the same as the yakiniku in …",2026-02-09T08:38:27.332315,2025-11-11
2043,5.0,3 years ago,My 2nd time here. They have three tier levels. 455 and 699 and I think 999 THB (not sure of the prices. Those are from memory!) …,2026-02-09T08:38:27.352681,2023-02-10
2043,5.0,a year ago,Always my favorite restaurant and comes on the top list of restaurants when I visit pattaya I been here now around 20 times since I knew it the best in this restaurant is the consistency in everything,2026-02-09T08:38:27.374196,2025-02-09
2043,4.0,3 years ago,"My 3rd time here, we selected Diamond package, it’s still ok, but I think food quality is lower than before.",2026-02-09T08:38:27.402429,2023-02-10
2043,5.0,5 years ago,"Very happy with the foods, price is reasonable, beef was good but Salmon was average. Food serving was fast delivered.",2026-02-09T08:38:27.429270,2021-02-10
2043,4.0,10 months ago,"Quite ok in overall , just suggest to reduce salt from yakiniku sauce",2026-02-09T08:38:27.452958,2025-04-15
2043,4.0,4 years ago,"Reasonable price. Pork, Beef and all food were good. Recommend.",2026-02-09T08:38:27.474402,2022-02-10
2043,1.0,a month ago,"The worst beef ive had in 5 years
Not the right quality for the price",2026-02-09T08:38:27.492421,2026-01-10
2043,5.0,Edited 10 months ago,"Great buffet in Pattaya
Fresh foods and good taste",2026-02-09T08:38:27.516183,2025-04-15
2043,4.0,4 years ago,"Awesome place for Yakiniku, varieties of items to choose from. Worthy.",2026-02-09T08:38:27.536730,2022-02-10
2043,1.0,a year ago,"The meat and seafood are not fresh.
There is NO BATHROOM! They offer you to go to the parking lot behind the building in a dirty ghetto bathroom. …",2026-02-09T08:38:27.554973,2025-02-09
2043,4.0,a year ago,"I've also been to Pattaya ""Haru"" Sushi Buffet, but the atmosphere is much better Haru,but the quality and types of food are better. Going on a date or with a lover is a Haru, if you want to enjoy food",2026-02-09T08:38:27.573584,2025-02-09
2043,5.0,5 years ago,"Food was great, well priced served with fresh sashimi..Service was prompt and definitely a 5 star Japanese seafood buffet for me.",2026-02-09T08:38:27.594538,2021-02-10
2043,3.0,a year ago,"A must for meat lovers , overall is generally",2026-02-09T08:38:27.618865,2025-02-09
2043,5.0,Edited 2 years ago,Brilliant!!!,2026-02-09T08:38:27.639460,2024-02-10
2043,1.0,5 years ago,"not value , food quality lower than price",2026-02-09T08:38:27.658027,2021-02-10
2043,5.0,2 years ago,The Australian beef Wagyu is amazing,2026-02-09T08:38:27.676847,2024-02-10
2043,5.0,4 years ago,Good taste fast service all over good 😌 …,2026-02-09T08:38:27.698274,2022-02-10
2043,5.0,5 years ago,Good and delicious,2026-02-09T08:38:27.716947,2021-02-10
2043,5.0,5 years ago,"nice place, i recommend",2026-02-09T08:38:27.738802,2021-02-10
2043,5.0,a week ago,"Today I'd like to recommend a Japanese restaurant in Pattaya. The food tastes great, the shrimp is very fresh, and the service is excellent. The male staff are very attentive, polite, and explain all ",2026-02-09T08:38:27.758204,2026-02-02
2043,5.0,4 months ago,"✨ Fuku, a Japanese buffet restaurant 🥢

The restaurant is located on the main road near Bangkok Pattaya Hospital. …",2026-02-09T08:38:27.775685,2025-10-12
2043,5.0,a week ago,"Whenever I crave salmon, Fuku is the first restaurant that comes to mind. /Besides salmon, they also have my favorite meat dishes (pork and other seafood are available too)./ The desserts are also ver",2026-02-09T08:38:27.801244,2026-02-02
2043,5.0,a week ago,"Better than expected! Even the smallest package (Gold) is great for enjoying salmon. The ingredients were fresh, the appetizers were good, and the staff provided excellent service.",2026-02-09T08:38:27.821911,2026-02-02
2043,3.0,Edited 3 months ago,"I visited on Sunday around 2:30 PM.
The restaurant wasn't crowded and the tables weren't full.
📌The first thing I noticed was food scraps and trash under the tables. I don't …",2026-02-09T08:38:27.841809,2025-11-11
2043,5.0,a week ago,"The food is delicious, the menu is diverse, the quality is good, and the service is excellent. It's our family's regular restaurant.",2026-02-09T08:38:27.861243,2026-02-02
2043,5.0,3 weeks ago,"Delicious and worth the price. There's a wide variety of food to choose from. The 899 baht set includes a sushi and sea urchin promotion, which was delicious and not fishy. …",2026-02-09T08:38:27.879237,2026-01-19
2043,4.0,5 months ago,"Today, I'd like to recommend a Japanese buffet on Sukhumvit Road in North Pattaya. 🏮
This restaurant offers a wide variety of grilled and shabu-shabu dishes, …",2026-02-09T08:38:27.897905,2025-09-12
2043,5.0,a week ago,"The food was delicious, the staff were lovely, and everyone was very welcoming. You won't be disappointed!",2026-02-09T08:38:27.917740,2026-02-02
2044,5.0,2 weeks ago,"Great vibe and a real hidden gem in Phuket Town. The food was delicious and perfect for a relaxed dining experience.
Definitely recommend!
🐈‍⬛✨🥗🍷 …",2026-02-09T08:38:40.991354,2026-01-26
2044,4.0,2 months ago,"Tantitium is a good place to just sit and enjoy the music and vibe. Food is average; they don’t have many vegetarian options, ordered a margarita pizza and was disappointed with the taste tbh. Non veg",2026-02-09T08:38:41.023100,2025-12-11
2044,5.0,a month ago,"If u wanna find the spot for hanging out with your friends, this is the place u should consider for. The vibe is so good as the location at the center of Phuket old town. The view is remarkable, the f",2026-02-09T08:38:41.056955,2026-01-10
2044,5.0,5 months ago,When staying in Old Town Phuket we couldn't help but come back and eat at Tantitium 2 nights in a row because the food was that delicious and the drinks were fantastic!  This place has such a cool vib,2026-02-09T08:38:41.086931,2025-09-12
2044,4.0,4 months ago,"I didn’t get a chance to try much from the menu but I have to say their spaghetti was exceptionally good. Perfectly cooked pasta with a rich, flavorful sauce that honestly surprised me in a good way. ",2026-02-09T08:38:41.118389,2025-10-12
2044,5.0,2 months ago,Amazing food with beautiful atmosphere. Live music with acoustic guitar. The singer is truly amazing ! Highly recommended !!!!!,2026-02-09T08:38:41.143876,2025-12-11
2044,5.0,5 months ago,Great menu and cocktails. Brilliant theme restaurant. Love the atmosphere.,2026-02-09T08:38:41.167873,2025-09-12
2044,5.0,2 weeks ago,"Did go here as we were a bit late to grab some food. Found a beautiful place to sit outside, live music and a great too yum mama. Will go there again. Absolutely terrific place.",2026-02-09T08:38:41.193004,2026-01-26
2044,5.0,11 months ago,"Tantitium was a culinary experience from start to finish, offering a diverse menu with many flavours. …",2026-02-09T08:38:41.218954,2025-03-16
2044,5.0,3 weeks ago,"Veeerrry nice place,, Thank u both for your perfect service ❤️",2026-02-09T08:38:41.244209,2026-01-19
2044,1.0,9 months ago,Response to owner’s comment: It is completely a lie that tofu and chicken were finished lol. I had a bite and called the server immediately. Please feel free to ask whoever attended my table. I nicely,2026-02-09T08:38:41.275986,2025-05-15
2044,3.0,a year ago,We went on a Saturday evening. We enjoyed the happy hour drinks. To be honest we got better ones elsewhere. Service : very friendly service from the female staff. The male staff was staring in the nea,2026-02-09T08:38:41.302050,2025-02-09
2044,5.0,2 years ago,The foods are really yummy and tasty. The atmosphere is wonderful with live bands. People are nice and friendly. I love and would love to recommend Tantitium to everyone who come to Phuket.,2026-02-09T08:38:41.326528,2024-02-10
2044,5.0,6 years ago,"Absolutely love the decor!! Visited for the first time and will definitely be back again. Service can be improved, food was excellent ordered mostly Thai dishes, makes me want to come back for more. I",2026-02-09T08:38:41.354186,2020-02-11
2044,4.0,6 years ago,"Stopped here for drinks, and the service was very friendly and welcoming. I'm visiting with a friend and we both decided to have one of their two hour massages. I wasn't as fortunate as her with my ma",2026-02-09T08:38:41.385045,2020-02-11
2044,5.0,2 weeks ago,"Good drinks, I took the Thai tea drink and it was 10/10.
My company took some others that also where really good.",2026-02-09T08:38:41.416794,2026-01-26
2044,5.0,2 months ago,"Wonderful service, very welcoming, wonderful atmosphere. Highly recommended x",2026-02-09T08:38:41.467416,2025-12-11
2044,5.0,Edited a year ago,"I recently had the pleasure of dining at Tantitium in Phuket Old Town, and it was truly an unforgettable experience. From the moment we walked in, we were captivated by the elegant and stylish ambianc",2026-02-09T08:38:41.508155,2025-02-09
2044,4.0,6 years ago,"Love the ambience here, good place for a afternoon read with icecream and coffee or even wine in the afternoon. They also offer massage at 350bhat for 1h. Didn't try the massage so i can't tell if is ",2026-02-09T08:38:41.542082,2020-02-11
2044,5.0,2 months ago,Good service and not bad cocktails 👍 …,2026-02-09T08:38:41.578050,2025-12-11
2044,5.0,2 months ago,"One of the best settings in old town, they had live singers that were great ! I recommend this place to everyone. The service is fantastic aswell",2026-02-09T08:38:41.606138,2025-12-11
2044,5.0,8 years ago,"Lovely place! Super interesting decor and very friendly staff.

Had a delicious iced coffee and brownie cake. …",2026-02-09T08:38:41.636218,2018-02-11
2044,5.0,2 years ago,Amazing flavours and friendly service. We were just walking past a little peckish and thought the place looked really chic and Parisian. Thought we would stop and check it out. The staff were more tha,2026-02-09T08:38:41.660862,2024-02-10
2044,3.0,6 years ago,"Good choice for visiting. You can get local Phuket food, enjoy tea and coffee in their cafe, select your favorite cocktail, and relax with massage services. Chocolate cakes are super good! Don't forge",2026-02-09T08:38:41.685013,2020-02-11
2044,4.0,6 years ago,A beautiful bar nestled in the quieter part of Phuket Old Town in a traditional pre-war shop house. It is apparently a rather famous haunt for celebrities and local affluent young adults. A great plac,2026-02-09T08:38:41.708076,2020-02-11
2044,5.0,a week ago,Amazing food selection aswell as taste.would hilghly recomend anything on the menu!,2026-02-09T08:38:41.737223,2026-02-02
2044,5.0,a year ago,"Great vibe, great location, great staff and great cocktails

Happy hour 4-7pm.",2026-02-09T08:38:41.758682,2025-02-09
2044,5.0,a year ago,This place is absutely awesome... Food and cocktails... You will not be dissapointed.,2026-02-09T08:38:41.783596,2025-02-09
2044,5.0,a month ago,"Nice place, good food",2026-02-09T08:38:41.806766,2026-01-10
2044,5.0,6 months ago,Went for an early dinner.  We were the only ones there but the staff were very friendly and helpful.  Overall meal was tasty and good value.  Drinks were good too.,2026-02-09T08:38:41.828883,2025-08-13
2049,5.0,7 months ago,"Don Giovanni at Centara Grand Ladprao offers a refined yet welcoming Italian dining experience that impresses both in flavor and ambiance. The restaurant’s classic décor, warm lighting, and profession",2026-02-09T08:38:54.452450,2025-07-14
2049,5.0,9 months ago,Love for some Italian food got me here. The Pizza 4 cheese and Tagliatelle Scallops was yum. The Scallops were replaced by prawns and they made it well. Expectations were far better and I enjoyed my I,2026-02-09T08:38:54.479701,2025-05-15
2049,5.0,5 months ago,"The food is excelent, the atmosfere is magical, the staff is very , very nice. We had the best time lunch .Thank you very much!",2026-02-09T08:38:54.505062,2025-09-12
2049,5.0,a year ago,"We had a wonderful time here. The food was excellent, The service was great, The chef is very talented, Friendly staffs, and the atmosphere was cozy and romantic. We will definitely be back for sure.",2026-02-09T08:38:54.534027,2025-02-09
2049,2.0,3 years ago,"Business lunch is of great value but the drinking water is far too expensive.

Last Saturday we went for a lunch. …",2026-02-09T08:38:54.557133,2023-02-10
2049,3.0,4 years ago,"Came for hungryhub promo. The regular price shown on the menu is way too misleading. Almost every dish, if ordered in single portion, only came in a size of tasting. Pretty worth it to order many serv",2026-02-09T08:38:54.583961,2022-02-10
2049,1.0,2 weeks ago,The worst Italian Food.. You should try this restaurant only if you have never been to any Authentic Italian Restaurant before.. so you can not make out any difference.. The prices are exorbitant high,2026-02-09T08:38:54.607190,2026-01-26
2049,5.0,2 years ago,"High quality of food!
Fragrant and well cooked grilled strip lion, tender pork chop, fresh Caesar salad with smoke salmon, fresh tomato basil risotto, truffle mashed potato and my favorite dish crab m",2026-02-09T08:38:54.636006,2024-02-10
2049,4.0,a year ago,Good italian restaurant but there are better options in bangkok at better price points.,2026-02-09T08:38:54.658952,2025-02-09
2049,3.0,3 years ago,"Food was OK. Not quite up there as expected.
We got a call to inform us that long pants and closed shoes are required; and the only other couple in the restaurant when we arrived was wearing shorts an",2026-02-09T08:38:54.681952,2023-02-10
2049,3.0,2 years ago,"Very disappointed with service and atmosphere. In stead of nice music, I had my 9 pm dinner with the noise of forks, spoon and dishes cleaning and staffs talking loudly from the kitchen. The eyeglasse",2026-02-09T08:38:54.703759,2024-02-10
2049,3.0,Edited 3 years ago,Service was slow when we were there even at less than 50% capacity (maybe 4 tables). …,2026-02-09T08:38:54.724711,2023-02-10
2049,4.0,4 years ago,"We booked through Hungry Hub AYCE package and it was a great dining experience with small portions for each item, but was let down at the end by the desserts. …",2026-02-09T08:38:54.745364,2022-02-10
2049,5.0,Edited a year ago,"I keep coming back to Don Giovanni every time for over 10years for business meetings, family meetings and all. Chef Stefano's dishes have never failed me. He often creates interesting and creative men",2026-02-09T08:38:54.766534,2025-02-09
2049,4.0,10 months ago,Good italian food. Average atmosphere since located inside a hotel.,2026-02-09T08:38:54.789336,2025-04-15
2049,5.0,6 years ago,Great place with good service mind. Live piano in the evening. Quite an authentic Italian food in my opinion :) Easy access right from the hotel lobby too.,2026-02-09T08:38:54.810595,2020-02-11
2049,5.0,a year ago,Another great evening as usual with Stefano providing a wonderful personal touch. Very much looking forward to the next time,2026-02-09T08:38:54.833911,2025-02-09
2049,5.0,2 years ago,"Nice place, good taste, excellent service especially thank you Khun Nui for recommendation the favorite dishes and wine
We wish to be back again",2026-02-09T08:38:54.857767,2024-02-10
2049,2.0,6 years ago,"Was served a very disappointing main course. Service level was ok ... attentive, but staff could try to put on more smiles on their face.",2026-02-09T08:38:54.886101,2020-02-11
2049,5.0,3 months ago,Very nice experience 🤝 …,2026-02-09T08:38:54.912012,2025-11-11
2049,4.0,3 years ago,Nice Italian restaurant.,2026-02-09T08:38:54.940311,2023-02-10
2049,5.0,5 years ago,"Very good service mind by each employee, good taste and atmosphere",2026-02-09T08:38:54.963124,2021-02-10
2049,1.0,3 years ago,No policy for dress code specified in any place,2026-02-09T08:38:54.994881,2023-02-10
2049,5.0,2 years ago,"Tasty food, nice staff",2026-02-09T08:38:55.024113,2024-02-10
2049,5.0,4 years ago,5 stars for chocolate cherry.,2026-02-09T08:38:55.054619,2022-02-10
2049,4.0,9 years ago,"Great place, but $$$$",2026-02-09T08:38:55.081910,2017-02-11
2049,1.0,a year ago,Not good staff,2026-02-09T08:38:55.107795,2025-02-09
2049,4.0,2 years ago,Recommend!,2026-02-09T08:38:55.132512,2024-02-10
2049,4.0,4 years ago,Good place and great food,2026-02-09T08:38:55.156251,2022-02-10
2049,5.0,3 years ago,Great Food,2026-02-09T08:38:55.186419,2023-02-10
2054,5.0,4 months ago,"I’ve visited this restaurant twice already, and I have to say—it’s absolutely amazing! The food is packed with authentic flavors, fresh ingredients, and just the right balance of spices. Every dish I ",2026-02-09T08:39:09.517408,2025-10-12
2054,5.0,3 months ago,"We had a fantastic meal at Savoey Seafood Company on Sukhumvit 26. We ordered the crab omelette, red curry crab, and fried morning glory, and every dish was delicious and full of flavor. The crab dish",2026-02-09T08:39:09.551873,2025-11-11
2054,4.0,a month ago,"Good food, serve up fast. Most people would come here for curry crab meat.
Price is reasonable if you are not ordering fresh crab. Other dishes taste good, mostly Chinese style.",2026-02-09T08:39:09.595995,2026-01-10
2054,4.0,Edited 2 months ago,Tasty food at reasonable prices. To get the best experience you should bring a lot of people so you can try and share a variety of dishes. We had food come out in strange sequences. Many of us thought,2026-02-09T08:39:09.630470,2025-12-11
2054,5.0,3 months ago,"Seafood cravings absolutely satisfied tonight at Savoey Sukhumvit 26. Fresh catch, rich flavors, and that true comfort-food feeling you can only get from perfectly cooked Thai seafood. Every dish came",2026-02-09T08:39:09.663172,2025-11-11
2054,1.0,3 months ago,We held our engagement party here and unfortunately it was a terrible experience especially since we had family visiting from overseas to attend. …,2026-02-09T08:39:09.695149,2025-11-11
2054,5.0,3 months ago,"Had a great seafood meal here! Everything was fresh, tasty, and full of flavor. The service was friendly and the atmosphere was nice and relaxed. I’d definitely come back again!",2026-02-09T08:39:09.732184,2025-11-11
2054,5.0,3 months ago,One of the few dishes we ordered once we arrived in Bangkok. The place has a good ambiance and the food tastes great. Definitely we will come back.,2026-02-09T08:39:09.766289,2025-11-11
2054,4.0,6 months ago,"You can get nice Thai food here. We finished all the dishes. I like this place so much, spacious and comfortable.",2026-02-09T08:39:09.808344,2025-08-13
2054,5.0,6 months ago,"Not sure why are people complaining that it’s overpriced. Firstly you’re having dinner in an establishment with proper table service, with wait staff who speaks proper English, and with clean tablewar",2026-02-09T08:39:09.843212,2025-08-13
2054,5.0,a month ago,"🌶️ First time here and I’m obsessed! Authentic flavors, cozy vibes, and the friendliest staff. Already planning my next visit this week! ✨🍜 …",2026-02-09T08:39:09.887922,2026-01-10
2054,5.0,6 months ago,"Spacious, clean, well maintained restaurant with fresh ingredients.

They serve plenty of seafood dishes. …",2026-02-09T08:39:09.918936,2025-08-13
2054,5.0,2 months ago,"Great people and food! They do everything right!! Grilled lobster cooked to perfection, great chicken wings and roast duck.",2026-02-09T08:39:09.952738,2025-12-11
2054,5.0,Edited 4 months ago,"This place is located downtown, close to Big C Extra Rama 4. The food is delicious, and the prices are reasonable. A must-try! 😋 …",2026-02-09T08:39:09.984120,2025-10-12
2054,1.0,8 months ago,Overpriced is one thing. Small portion is another. Food are served 1 shot so it’s so obvious the food cooked like 10 mins ago and left to chill that’s why the food not nice. If I want cold food i woul,2026-02-09T08:39:10.009556,2025-06-14
2054,4.0,6 months ago,"Overall experience is good: friendly service, good food. The place is nice and clean. There is parking (free with the stamp).",2026-02-09T08:39:10.036450,2025-08-13
2054,4.0,3 months ago,Great place to try curry crab! Tom Yum was HOT but delicious,2026-02-09T08:39:10.071433,2025-11-11
2054,5.0,7 months ago,Our go to place as a family for Thai food . They cater for everyone’s preferences. Got good vegetarian options as well.,2026-02-09T08:39:10.101288,2025-07-14
2054,5.0,6 months ago,"This is one of the best seafood restaurant that I tasted in Thailand. I have tried many seafood restaurant but i can say this is one of five stars taste...try grill river prawn, i can taste the freshn",2026-02-09T08:39:10.128876,2025-08-13
2054,3.0,3 months ago,"I ordered the crab yellow curry. With the service charge, it was around 660 bath. Flavor was okay but in my opinion the portion was a bit small for the price - not many pieces of crab and mostly it wa",2026-02-09T08:39:10.158071,2025-11-11
2054,4.0,a year ago,We went out to visit this place to have lunch at rama 3 area. There are both indoor (mostly prepared for group tour visit) and outdoor where you enjoys river view. …,2026-02-09T08:39:10.187021,2025-02-09
2054,5.0,a year ago,"Great place for dinner. As  a vegetarian, I got a special menu to choose from (yes, even though it is a sea food restaurant) and I was very happy with my selection. My colleagues had some amazing food",2026-02-09T08:39:10.217364,2025-02-09
2054,4.0,a year ago,"Visited with local friends in Thai and the food was good. Authentic Thai cuisine, the Thai style oyster gave me some surprises which was huge and big different from the western style.  Glad being here",2026-02-09T08:39:10.241245,2025-02-09
2054,5.0,5 months ago,Very yummy food! Great that the Jumbo crab meat was pre peeled!,2026-02-09T08:39:10.267930,2025-09-12
2054,5.0,4 months ago,"Good environment. Cozy, nice food , excellent service.",2026-02-09T08:39:10.295802,2025-10-12
2054,5.0,3 months ago,"Savoey Seafood offers some of the freshest seafood in Bangkok. From grilled prawns to chili crab, every dish is packed with flavor and perfectly cooked. The restaurant has a lively, bustling atmospher",2026-02-09T08:39:10.322272,2025-11-11
2054,5.0,2 years ago,"Recommend: ราดหน้าปลาทอด

Very very nice chewiness of the rice noodles. Fragrant seasoning of the sauce. …",2026-02-09T08:39:10.351845,2024-02-10
2054,3.0,2 years ago,The crab curry was not as good as Somboun   It was lacking flavor.  The pork shoulder was very fatty.  The best dish was probably the fried sea bass with mango sauce.  Will not come back.  For the exp,2026-02-09T08:39:10.376990,2024-02-10
2054,5.0,11 months ago,Moist and meaty curry crab that you will find in Bangkok! I ordered the crabmeat version (a bit lazy for cracking) and enjoy it a lot with the deep fried crab balls as well. …,2026-02-09T08:39:10.402437,2025-03-16
2054,5.0,a year ago,"First meal when we arrive BKK and everyone in the family utterly enjoyed the meal here. Such a great start to our BKK trip. The staff were helpful and so so hospitable, the place is big, clean and com",2026-02-09T08:39:10.428117,2025-02-09
2061,5.0,3 months ago,We just left this establishment. My wife and I had spaghetti with prawns and scallops respectively which the chef prepared in front of us. We washed this down with nice cold Singha beers. Our child is,2026-02-09T08:39:30.189466,2025-11-11
2061,5.0,5 months ago,"Very friendly service, fair price for pure delightfulness. I had the peanut butter pancakes which are amazing. The little honeycomb sprinkle was a great touch. Coffee was perfect, would recommend if y",2026-02-09T08:39:30.213399,2025-09-12
2061,5.0,5 months ago,"Daily Dose Phuket Old Town is truly a local gem. The place has a warm and cozy atmosphere, perfect for both working on your laptop or simply relaxing with a great cup of coffee. The coffee is top qual",2026-02-09T08:39:30.233539,2025-09-12
2061,4.0,3 months ago,"The restaurant has a beautiful ambiance, with good soft music in the background. The service is quick right from the door greeting to recieving your food! Friendly staff too, were nice enough to take ",2026-02-09T08:39:30.253449,2025-11-11
2061,5.0,6 months ago,"Absolutely amazing place! Everything was perfect. The food absolutely delicious, the staff very kind and great cooks, the music was nice, the atmosphere. If want yummy food and great pictures, definit",2026-02-09T08:39:30.271731,2025-08-13
2061,5.0,8 months ago,"We had a truffle croissant and tropical bowl for breakfast. The breakfast was amazing, so delicious 🤗 Staff was so nice and kind. The manager was very friendly. Highly recommended! …",2026-02-09T08:39:30.288708,2025-06-14
2061,5.0,8 months ago,"Researched to find a cafe with Eggs Benedict open at 7am as I would be catching a flight in a few hours. Daily Dose did not disappoint! Everything was perfect! Food, decor, service. Max is super smile",2026-02-09T08:39:30.305730,2025-06-14
2061,4.0,3 months ago,"It was a very nice place, small and intimate,  great customer service and fast, in our case it was less people there that day. …",2026-02-09T08:39:30.321614,2025-11-11
2061,5.0,10 months ago,"Delicious food—very well done.
We definitely made the right call to swing by and try the food.
You can tell from the pictures the food was 🤤 …",2026-02-09T08:39:30.339560,2025-04-15
2061,5.0,9 months ago,"Really loved the food and ambiance.
Plenty of options to choose from.
Max was really lovely and amazing,
Played with our daughter entire time we ate.",2026-02-09T08:39:30.359516,2025-05-15
2061,5.0,3 months ago,Feels like you're stepping into a café in Paris. The decor is beautiful! I am surprised it wasn't busier. Everyone seems to go to the place on the corner but all the cafés in the area are worthy of a ,2026-02-09T08:39:30.378984,2025-11-11
2061,5.0,a year ago,"We walked into this café and noticed we were the only customers, which made us feel a bit hesitant at first. However, after trying the food, we immediately changed our minds. …",2026-02-09T08:39:30.395314,2025-02-09
2061,5.0,4 months ago,"Fantastic place, its has a very warm and cosy ambience along with delicious food.
I got the matcha latte, english breakfast and had myself wanting for more. Great find in old phuket!",2026-02-09T08:39:30.412266,2025-10-12
2061,2.0,a month ago,"The food was good. And atmosphere up until the man working today came over to me and started telling me in an angry tone that ive been there over an hour, and that im not aloud to use plug sockets. I ",2026-02-09T08:39:30.428029,2026-01-10
2061,5.0,a year ago,We were craving for a good coffee and we found the right place! After looking at the menu that was so appealing and appetising; we also ordered food. Service is great ; staff very attentive and kind….,2026-02-09T08:39:30.450828,2025-02-09
2061,5.0,10 months ago,"Daily Dose in Phuket is a delightful café that offers a perfect mix of indulgent pastries, fresh brunch options, and refreshing drinks. Their dessert display is irresistible, featuring beautifully cra",2026-02-09T08:39:30.471978,2025-04-15
2061,5.0,9 months ago,"A gorgeous little wine bar/ bakery tucked away in Phuket Town. Sensational service from the immensely charming Max and really, really good cocktails. Highly recommend stepping in to its cosy air condi",2026-02-09T08:39:30.491073,2025-05-15
2061,5.0,a year ago,"We came here after a bad experience at an allegedly 5-Star restaurant, but he had far better treatment here. We ordered a cheese platter and two cocktails, and everything was absolutely perfect! Small",2026-02-09T08:39:30.515372,2025-02-09
2061,5.0,10 months ago,This place is amazing from the food to the fast service this place is a must if your in old town. Also it has tasty treats and healthy ones too 10/10 would recommend.,2026-02-09T08:39:30.532690,2025-04-15
2061,5.0,8 months ago,Beautiful & cozy spot. Staff was friendly. I came alone and enjoyed it so much! You can sit at the bar area or choose from a two person high table.,2026-02-09T08:39:30.551266,2025-06-14
2072,5.0,7 months ago,"We had the family menu for 4 people plus a few à la carte dishes. The food was really good, especially the beef — most of it was very tender. But what stood out the most was the service. The staff are",2026-02-09T08:39:44.967543,2025-07-14
2072,4.0,2 months ago,"Here’s a polished 4-star review you can paste into Google:

⸻ …",2026-02-09T08:39:44.997309,2025-12-11
2072,5.0,a month ago,"Tasty food, attentive service and good ambience. Known this place for more than 20 years but haven't eaten here as frequent as wished. Just had another great meal with my wife last week and delighted ",2026-02-09T08:39:45.019601,2026-01-10
2072,3.0,a year ago,I didn’t feel some of the food items to be authentic flavours of Korea. For instance the vegetable were not seasoned to what I’d think is authentically Korean and the food did not taste as fresh. The ,2026-02-09T08:39:45.037055,2025-02-09
2072,4.0,a year ago,"Korean restaurant @ Patumwan Princess Hotel at MBK. Parking at Hotel available. All you can eat BBQ 450 baht per person. Lunch only, Monday to Friday. Also some good side dishes, garlic rice etc. Wort",2026-02-09T08:39:45.054065,2025-02-09
2072,5.0,Edited a year ago,"Have been eating here for 20 years, still one of the best Korean BBG in Thailand. Raw beef salad is amazing! Staff have very mindful service and reasonable price",2026-02-09T08:39:45.072001,2025-02-09
2072,5.0,3 years ago,"Very good South Korean (SK) food. The menu is more authentic SK food, so you would find a lot of the SK streets food style. You can order SK BBQ here and you can choose whether you want to cook it you",2026-02-09T08:39:45.090811,2023-02-10
2072,5.0,a month ago,We ordered the family set of Baht 2000 +. The food quality was great. Service was good. Atmosphere was nice and friendly.  Value for money. Will come back.,2026-02-09T08:39:45.108605,2026-01-10
2072,4.0,2 years ago,"Nice and cozy korean bbq restaurants located inside Prathumwan princess hotel. The restaurant offers you both all you can eat buffet that composes 2 level, 1150 and 550 thb, and a la cart. Very nice a",2026-02-09T08:39:45.128860,2024-02-10
2072,5.0,a year ago,This was a great experience for us. This was the first time in years my fiancé was able to eat prongs. He is allergic in the states but in Thailand he is not. The wait staff is amazing. They were alwa,2026-02-09T08:39:45.146380,2025-02-09
2072,4.0,3 years ago,"A Korean restaurant on second floor of The Pathumwan princess hotel.
I remember that when I was just a young boy, our family love to have a Korean style dinner at this place. This time we going back, ",2026-02-09T08:39:45.166395,2023-02-10
