restaurant_id,restaurant_name_en,restaurant_name_th,extracted_location,phone_number,searchString,gmaps_reviews_scraped,gmaps_avg_rating_scraped,playCount,diggCount,shareCount,tiktok_post_count,master_index,raw_engagement,log_engagement,momentum_score,reliability,quality_score,stability_score,final_priority_score,validation_status
3025,,ร้านจับกังไฮโซ,Bangkok,824424145,ร้านจับกังไฮโซ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3026,,โคล บิสโทร,Bangkok,624455625,โคล บิสโทร Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3027,,อัญชันเทอเรส สาขาพุทธมณฑลสาย2,Bangkok,822059899,อัญชันเทอเรส สาขาพุทธมณฑลสาย2 Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3029,Kindee Bistro (Phuket),กินดี บิสโทร (ภูเก็ต),Bangkok,641597928,Kindee Bistro (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3030,Yakiniku Shoutaian 2nd Rich,Yakiniku Shoutaian 2nd Rich,Thonglor,935844129,Yakiniku Shoutaian 2nd Rich Thonglor Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3032,Kin Nuer by Caveman.th,กินเนื้อ by Caveman.th,Bangkok,619399554,Kin Nuer by Caveman.th Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3033,,อัญชันคาเฟ่ วิภาวดี,Bangkok,886088844,อัญชันคาเฟ่ วิภาวดี Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3034,Window on Karon Cafe (Phuket),Window on Karon Cafe (Phuket),Bangkok,948014564,Window on Karon Cafe (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3038,Aoi Sushi Bar Karon (Phuket),Aoi Sushi Bar Karon (Phuket),Bangkok,46040172,Aoi Sushi Bar Karon (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3040,Capri Restaurant & Bar (Phuket),คาปรี เรสเตอรองท์ แอนด์ บาร์ (ภูเก็ต),Bangkok,946040172,Capri Restaurant & Bar (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3041,Rice Restaurant (Phuket),Rice Restaurant (Phuket),Bangkok,76364591,Rice Restaurant (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3047,Ocean bistro at Cross Pattaya Oceanphere (Pattaya),Ocean bistro at Cross Pattaya Oceanphere (Pattaya),Bangkok,900961333,Ocean bistro at Cross Pattaya Oceanphere (Pattaya) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3052,CAT Sushi Yo (Hatyai),แคท ซูชิ โย (หาดใหญ่),Bangkok,849926997,CAT Sushi Yo (Hatyai) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3055,Banh Bistro @Ramada Plaza Sukhumvit 48,บานห์ บิสโทร,On Nut,984942000,Banh Bistro @Ramada Plaza Sukhumvit 48 On Nut Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3056,,ร้านครัวริมฝาย (เพชรบูรณ์),Bangkok,635425525,ร้านครัวริมฝาย (เพชรบูรณ์) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3057,,N52 Bistro & Bar,Bangkok,624641644,N52 Bistro & Bar Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3058,Zeppelin Restaurant Amari Don Muang Airport Hotel ,Zeppelin Restaurant Amari Don Muang Airport Hotel,Bangkok,25661020,Zeppelin Restaurant Amari Don Muang Airport Hotel  Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3060,,รสมาลี,Bangkok,917280238,รสมาลี Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3064,WineMaso,WineMaso,Srinakarin,844440855,WineMaso Srinakarin Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3065,,Restaurant Demo QA,Bangkok,6.29E+12,Restaurant Demo QA Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3068,,โซ ซี คาเฟ่ แอนด์ รีสอร์ท (ชลบุรี),Bangkok,831439995,โซ ซี คาเฟ่ แอนด์ รีสอร์ท (ชลบุรี) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3070,,โรงแรมอวานี สุขุมวิท กรุงเทพ สเตเคชั่น,Bangkok,20797555,โรงแรมอวานี สุขุมวิท กรุงเทพ สเตเคชั่น Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3077,,แซ่บอินเตอร์,Bangkok,611469694,แซ่บอินเตอร์ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3091,Baba Soul Food Baba Beach Club (Hua Hin) ,บาบาโซลฟู้ด โรงแรมบาบาบีช (หัวหิน),Bangkok,32899130,Baba Soul Food Baba Beach Club (Hua Hin)  Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3092,Barracuda Rooftop Bar Akara Hotel Bangkok,บาร์ราคูดา รูฟท๊อป บาร์ โรงแรมอครา กรุงเทพ,Pratunaam,22485511,Barracuda Rooftop Bar Akara Hotel Bangkok Pratunaam Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3094,Namngeaw Thongsor,น้ำเงี้ยวทองซ้อ,Thonglor,809289239,Namngeaw Thongsor Thonglor Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3098,,เดอะ บ็อกซ์ ออฟ ฟิท,Bangkok,971380897,เดอะ บ็อกซ์ ออฟ ฟิท Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3099,,อะโบฟสโตน รูฟท็อป,Bangkok,987983697,อะโบฟสโตน รูฟท็อป Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3101,,บ้านเมี่ยงปลาเผา จิ้มจุ่ม หมูกระทะ,Bangkok,625525354,บ้านเมี่ยงปลาเผา จิ้มจุ่ม หมูกระทะ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3105,,บ้านหญิง เมกาบางนา,Bangkok,654377599,บ้านหญิง เมกาบางนา Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3106,,บ้านหญิง สยามเซ็นเตอร์,Bangkok,623307599,บ้านหญิง สยามเซ็นเตอร์ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3108,,บ้านหญิง เทอร์มินอล 21 อโศก,Bangkok,935827599,บ้านหญิง เทอร์มินอล 21 อโศก Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3110,,บ้านหญิง เดอะมอลล์ งามวงศ์วาน,Bangkok,615687599,บ้านหญิง เดอะมอลล์ งามวงศ์วาน Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3111,You&I Premium Suki Buffet Siam Center,ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ สยามเซ็นเตอร์,Bangkok,25087275,You&I Premium Suki Buffet Siam Center Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3112,AIRE Bar at Hyatt Place Bangkok Sukhumvit 24,แอร์ บาร์ แอท ไฮแอท เพลส สุขุมวิท,Phrom Phong,20551234,AIRE Bar at Hyatt Place Bangkok Sukhumvit 24 Phrom Phong Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3113,Rak to Eat (Phuket),รักทูอีท (ภูเก็ต),Bangkok,909826935,Rak to Eat (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3117,Bangkok'78 at Sindhorn Midtown Hotel Bangkok,Bangkok'78 at Sindhorn Midtown Hotel Bangkok,Chidlom,27968888,Bangkok'78 at Sindhorn Midtown Hotel Bangkok Chidlom Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3118,,ฮอปแอดดิค (ชลบุรี),Bangkok,982681087,ฮอปแอดดิค (ชลบุรี) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3119,Crystal Grill 82nd floor at Baiyoke Sky Hotel,คริสตัล กริลล์ ชั้น82 โรงแรมใบหยกสกาย,Pratunaam,26563939,Crystal Grill 82nd floor at Baiyoke Sky Hotel Pratunaam Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3121,Bake The Story (Phuket),เบค เดอะ สตอรี่ (ภูเก็ต),Bangkok,626824774,Bake The Story (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3125,Cocobee Chimaek Lasalle,Cocobee Chimaek Lasalle,Samrong,830393456,Cocobee Chimaek Lasalle Samrong Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3126,,อะโก คาเฟ่ อะโกโฮเทลไชน่าทาวน์,Bangkok,958501197,อะโก คาเฟ่ อะโกโฮเทลไชน่าทาวน์ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3131,,Chada Chef's Table (Samui),Bangkok,817200029,Chada Chef's Table (Samui) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3133,,ภัตตาคารซั่งไห่หลง (เชียงใหม่),Bangkok,626533141,ภัตตาคารซั่งไห่หลง (เชียงใหม่) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3137,,แหลมเจริญ เซ็นทรัลชลบุรี,Bangkok,812342037,แหลมเจริญ เซ็นทรัลชลบุรี Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3138,Chef Sri Kitchen (Phetchabun),เชฟศรี คิทเช่น (เพชรบูรณ์),Bangkok,643548836,Chef Sri Kitchen (Phetchabun) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3144,,เพนแนนท์ ทองหล่อ,Bangkok,939293290,เพนแนนท์ ทองหล่อ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3154,,BRBF - Beer and Beef,Bangkok,923524566,BRBF - Beer and Beef Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3161,,มังคุด คาเฟ่,Bangkok,818431598,มังคุด คาเฟ่ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3163,Bayan Seaside Terrace at Baan Bayan Beachfront Hotel (Hua Hin),ร้านบาหยัน ซีไซด์ เทอร์เรซ โรงแรมบ้านบาหยัน (หัวหิน),Bangkok,32533540,Bayan Seaside Terrace at Baan Bayan Beachfront Hotel (Hua Hin) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3164,Bangkok Sky Buffet (76/78th floor) at Baiyoke Sky Hotel ,แบงค็อกสกาย บุฟเฟ่ต์ ชั้น76/78 โรงแรมใบหยกสกาย,Phaya Thai,26563939,Bangkok Sky Buffet (76/78th floor) at Baiyoke Sky Hotel  Phaya Thai Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3165,,ลิตเติ้ล ดราก้อน,Bangkok,932658949,ลิตเติ้ล ดราก้อน Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3166,Koko Japanese Omakase ,Koko Japanese Omakase,Silom,820695569,Koko Japanese Omakase  Silom Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3167,Akako Omakase ,อากาโกะ โอมากาเสะ,Nonthaburi,820695659,Akako Omakase  Nonthaburi Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3168,,เนตะ โอมากาเสะ,Bangkok,804833399,เนตะ โอมากาเสะ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3169,,ฟลามิงโก บีช คาเฟ่ แอนด์ บาร์ (ภูเก็ต),Bangkok,863122077,ฟลามิงโก บีช คาเฟ่ แอนด์ บาร์ (ภูเก็ต) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3171,,S Cafe and Restaurant (Phuket),Bangkok,76602938,S Cafe and Restaurant (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3173,Hishou Hotel Nikko Bangkok,Hishou Hotel Nikko Bangkok,Thonglor,931248607,Hishou Hotel Nikko Bangkok Thonglor Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3176,Kiew Kai Ka Nak Niwat (Cafe Zone),เขียวไข่กา นาคนิวาส (โซนคาเฟ่),Chokchai 4,22270685,Kiew Kai Ka Nak Niwat (Cafe Zone) Chokchai 4 Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3180,Sala Lakorn at Anantara Riverside,Riverside Terrace โรงแรมอนันตรา กรุงเทพฯ ริเวอร์ไซด์ รีสอร์ท,Charoen Nakorn,826142657,Sala Lakorn at Anantara Riverside Charoen Nakorn Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3181,Beef Express Muangthong Nonthaburi,บีฟ เอ็กเพรส บีไฮฟ์ เมืองทอง,Muangthong Thani,850991092,Beef Express Muangthong Nonthaburi Muangthong Thani Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3183,,Rosewood Restaurant at Asiatique The Riverfront,Bangkok,626633565,Rosewood Restaurant at Asiatique The Riverfront Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3184,Kiew Kai Ka Nak Niwat (Bangkok),เขียวไข่กา นาคนิวาส (กรุงเทพฯ),Chokchai 4,22270685,Kiew Kai Ka Nak Niwat (Bangkok) Chokchai 4 Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3187,Jinjjayo 진짜요,ชินจาโย 진짜요,Suvarnabhumi,909974261,Jinjjayo 진짜요 Suvarnabhumi Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3188,,Take Japanese Restaurant (Phuket),Bangkok,887613771,Take Japanese Restaurant (Phuket) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3189,,นอตี้ นูรี้ส์ ป่าตอง (ภูเก็ต),Bangkok,61173001,นอตี้ นูรี้ส์ ป่าตอง (ภูเก็ต) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3190,,คอรัลทรี วิลลา สเตเคชั่น (หัวหิน),Bangkok,32527790,คอรัลทรี วิลลา สเตเคชั่น (หัวหิน) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3191,,หลิวเซียงฟง สเปลล์ฟิวเจอร์ปาร์ค รังสิต,Bangkok,21509008,หลิวเซียงฟง สเปลล์ฟิวเจอร์ปาร์ค รังสิต Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3192,,หลิวเซียงฟง เดอะพรอมานาด,Bangkok,21085058,หลิวเซียงฟง เดอะพรอมานาด Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3193,,อีแรดบุฟเฟต์ทะเลเผา&หมึกซาชิมิ,Bangkok,863857819,อีแรดบุฟเฟต์ทะเลเผา&หมึกซาชิมิ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3195,Vinifera Wine Bar & Restaurant,วินิเฟร่า ไวน์ บาร์ & เรสเตอรองท์,Ladprao,873282090,Vinifera Wine Bar & Restaurant Ladprao Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3198,Ginprik,กินพริก,Bangkok,989786555,Ginprik Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3199,,ค็อปเปอร์ จิมนี่,Bangkok,815949333,ค็อปเปอร์ จิมนี่ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3200,Chow Barn Restaurant The Peri Hotel (Khao Yai),ร้านอาหารชาวบ้าน เดอะ เภรี โฮเต็ล (เขาใหญ่),Bangkok,631964999,Chow Barn Restaurant The Peri Hotel (Khao Yai) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3201,Chef Thanom Seacon Square Srinagarindra,เชฟถนอม ซีคอนสแควร์ ศรีนครินทร์,Bangkok,947825550,Chef Thanom Seacon Square Srinagarindra Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3202,,เจ้าสัวแต่เตี้ยม,Bangkok,638789926,เจ้าสัวแต่เตี้ยม Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3204,,Buon Gusto (Chiang Mai),Bangkok,816038024,Buon Gusto (Chiang Mai) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3209,Arno's Silom Serene Hotel,อาโนส์ โรงแรมสีลมศิรินทร์,Sathon,967461824,Arno's Silom Serene Hotel Sathon Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3210,,ออมทอง สีลม,Bangkok,941865193,ออมทอง สีลม Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3211,,วานิลลา ฟิวชั่น บุฟเฟ่ต์,Bangkok,6.61E+11,วานิลลา ฟิวชั่น บุฟเฟ่ต์ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3212,,มาม่า พาสต้า Lumpini ville Cultural Center,Bangkok,988054718,มาม่า พาสต้า Lumpini ville Cultural Center Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3213,,ตั๊ก หลัก เกี้ย บูทีค โฮเทล สเตเคชั่น,Bangkok,657248988,ตั๊ก หลัก เกี้ย บูทีค โฮเทล สเตเคชั่น Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3217,Okinawa Restaurant Kinjo,โอกินาวา คินโจ,Bangkok,27110536,Okinawa Restaurant Kinjo Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3218,,โรงแรมคุเระทาเกะโซ ศรีราชา สเตเคชั่น (ชลบุรี),Bangkok,38183333,โรงแรมคุเระทาเกะโซ ศรีราชา สเตเคชั่น (ชลบุรี) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3219,Panda King Samphran,แพนด้าคิงส์ สามพราน,Bangkok,969515150,Panda King Samphran Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3220,Muang Mandala Pool Villa Staycation (Pattaya),เมือง มันดาลา อาร์ต วิลล่า สเตเคชั่น (พัทยา),Bangkok,639935355,Muang Mandala Pool Villa Staycation (Pattaya) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3222,,ซามูไรไดเนอร์ สุขุมวิท ซอย 69/1,Bangkok,841632364,ซามูไรไดเนอร์ สุขุมวิท ซอย 69/1 Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3223,,Taste โรงแรมไอบิส กรุงเทพ ริเวอร์ไซด์,Bangkok,28059888,Taste โรงแรมไอบิส กรุงเทพ ริเวอร์ไซด์ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3224,,Sasin Demo,Bangkok,619701977,Sasin Demo Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3225,Sky Vibe Rooftop Bar at Cross Vibe Pattaya Seaphere (Pattaya),สกาย ไวบ์ รูฟท็อป บาร์ ครอสทูไวบ์พัทยาซีเฟียร์ (พัทยา),Bangkok,829619541,Sky Vibe Rooftop Bar at Cross Vibe Pattaya Seaphere (Pattaya) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3227,,ดูโอคูซินา,Bangkok,855947461,ดูโอคูซินา Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3234,High Tea by Pickaboo,High Tea by Pickaboo,Asok,904087878,High Tea by Pickaboo Asok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3235,,กาสตง โรงแรมแกรนด์ ไฮแอท เอราวัณ,Bangkok,22541234,กาสตง โรงแรมแกรนด์ ไฮแอท เอราวัณ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3236,,ไอเอ็กซ์ ซาคาบะ,Bangkok,834138335,ไอเอ็กซ์ ซาคาบะ Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3239,Itz Time Pool Villa Staycation (Hua Hin),อิทซ์ไทม์ พูลวิลล่า สเตเคชั่น (หัวหิน),Bangkok,853226354,Itz Time Pool Villa Staycation (Hua Hin) Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3240,Five Crossing Eatery & Winery,ไฟว์ครอสซิ่ง,Muangthong Thani,649365666,Five Crossing Eatery & Winery Muangthong Thani Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3242,Suaninsee 2 Table By The Nest,Suaninsee 2 Table By The Nest,Samut Prakan,838289566,Suaninsee 2 Table By The Nest Samut Prakan Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3248,Wine I Love You Asiatique The Riverfront,ไวน์ ไอเลิฟยู เอเชียทีค เดอะ ริเวอร์ฟรอนท์,Bangkok,872404222,Wine I Love You Asiatique The Riverfront Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
3251,,ไวน์ ไอเลิฟยู เมกาบางนา,Bangkok,922636606,ไวน์ ไอเลิฟยู เมกาบางนา Bangkok Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
